Activity_type,Material_type,completion_node,Student id,local_date,Lesson title,Attempt,Score,Lesson_category,Lesson_type,Lesson_type_name,Total time (sec),Grade Gap,ADT Score,Proficiency Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,26/03/2026,Two-Step Equations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,162,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,27/03/2026,One-Step Equations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,49,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392033,30/03/2026,Graph a Relationship from an Equation,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,110,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,30/03/2026,One-Step Equations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,59,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402351,31/03/2026,Write an Equation from a Graph,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,151,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3402147,31/03/2026,Two-Step Equations,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,103,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330684,01/04/2026,Multiple Representations,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,65,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392033,01/04/2026,Multiple Representations,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,103,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,01/10/2025,Percents Greater Than 100% and Less Than 1% - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,226,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,01/10/2025,"Relate Fractions, Decimals, and Percents - Explore",1,,INSTRUCTIONAL_LESSON,DOK,Learn,71,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,01/10/2025,Percents Greater Than 100% and Less Than 1% - Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,86,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,01/10/2025,"Relate Fractions, Decimals, and Percents - Explore",1,,INSTRUCTIONAL_LESSON,Video,Video,14,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,,INSTRUCTIONAL_LESSON,Learn,Learn,68,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,,INSTRUCTIONAL_LESSON,Learn,Learn,278,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,02/10/2025,Percents Greater Than 100% and Less Than 1% - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,27,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3402225,02/10/2025,Find the Percent of a Number - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,93,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,02/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,,INSTRUCTIONAL_LESSON,Learn,Learn,128,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392147,02/10/2025,Find the Percent of a Number - Explore,1,50,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392147,02/10/2025,Find the Percent of a Number - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,187,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392147,02/10/2025,Understanding Ratios-Learn,1,25,INSTRUCTIONAL_LESSON,SA,Assessment,900,1,642,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330726,02/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,100,INSTRUCTIONAL_LESSON,SA,Assessment,900,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,06/10/2025,Understanding Ratios -Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,900,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,07/10/2025,Estimate the Percent of a Number - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,51,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330864,07/10/2025,Estimate the Percent of a Number - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,143,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,08/10/2025,Find the Whole - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,239,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330684,08/10/2025,Find the Whole - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,113,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,08/10/2025,Percents Greater Than 100% and Less Than 1% - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,67,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402255,09/10/2025,Percents Greater Than 100% and Less Than 1% - Learn,1,25,INSTRUCTIONAL_LESSON,SA,Assessment,900,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,10/10/2025,Compare Ratio Relationships - Learn,3,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,71,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,41,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,444,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,21/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,143,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3331014,22/10/2025,Compute with Multi-Digit Decimals - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,124,-5,256,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,75,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,23/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,55,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,24/10/2025,Divide Whole Numbers by Fractions - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,446,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,06/01/2026,Represent Integers  - Explore and Learn,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,69,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,06/01/2026,Represent Integers  - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,43,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330594,06/01/2026,Represent Integers  - Explore and Learn,1,0,INSTRUCTIONAL_LESSON,SA,Assessment,107,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,06/01/2026,Represent Integers  - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,98,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,06/01/2026,Represent Integers  - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,199,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,06/01/2026,Represent Integers  - Explore and Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,125,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3402225,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,67,INSTRUCTIONAL_LESSON,SA,Assessment,12,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,67,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,07/01/2026,Opposites and Absolute Value - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,102,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,07/01/2026,Opposites and Absolute Value - Explore and Learn,2,33,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,105,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,20/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,45,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,20/01/2026,Rational Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,54,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,20/01/2026,The Coordinate Plane - Explore and Learn,1,67,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,21/01/2026,The Coordinate Plane - Explore and Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,900,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,21/01/2026,The Coordinate Plane - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,22/01/2026,Graph Reflections of Points - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,49,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,22/01/2026,The Coordinate Plane - Explore and Learn,1,33,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,22/01/2026,Graph Reflections of Points - Explore and Learn,2,0,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,114,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,26/01/2026,Absolute Value and Distance - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,51,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,26/01/2026,Absolute Value and Distance - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,48,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,26/01/2026,Absolute Value and Distance - Explore and Learn,1,,INSTRUCTIONAL_LESSON,EX_LE,Explore & Learn,61,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,26/01/2026,Absolute Value and Distance - Explore and Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402219,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,16,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,27/01/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,99,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,30/01/2026,The Coordinate Plane - Explore and Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,317,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330666,01/02/2026,Graph Reflections of Points - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,63,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330864,03/02/2026,Numerical Expressions - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,126,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402405,03/02/2026,Powers and Exponents - Learn,1,25,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,471,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,10/02/2026,Numerical Expressions - Learn,1,50,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,10/02/2026,Factors and Multiples - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,12,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,15/02/2026,Numerical Expressions - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,900,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392339,16/02/2026,Equivalent Algebraic Expressions - Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,78,-4,321,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,16/02/2026, The Distributive Property - Learn,1,75,INSTRUCTIONAL_LESSON,SA,Assessment,146,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,17/02/2026,Equivalent Algebraic Expressions - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,310,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,17/02/2026,Solving One-Step Equations - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,14,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3330594,17/02/2026,Solving One-Step Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,32,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,17/02/2026,Solving One-Step Equations - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,110,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392303,17/02/2026,Solving One-Step Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,226,-5,302,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,17/02/2026,Solving One-Step Equations - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,194,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3330684,17/02/2026,Equivalent Algebraic Expressions - Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,17/02/2026,One-Step Addition Equations - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,38,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,17/02/2026,One-Step Addition Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,72,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,17/02/2026,One-Step Addition Equations - Explore,1,75,INSTRUCTIONAL_LESSON,ET,Exit Ticket,152,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392453,17/02/2026,One-Step Addition Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,42,6,826,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330684,17/02/2026,One-Step Subtraction Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,17,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,17/02/2026,One-Step Subtraction Equations - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,23,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,17/02/2026,One-Step Addition Equations - Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,148,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,18/02/2026,One-Step Subtraction Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,109,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330792,19/02/2026,One-Step Division Equations - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,356,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402255,19/02/2026,One-Step Division Equations - Explore,1,50,INSTRUCTIONAL_LESSON,ET,Exit Ticket,344,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,19/02/2026,One-Step Division Equations - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,309,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330792,19/02/2026,One-Step Division Equations - Learn,1,0,INSTRUCTIONAL_LESSON,SA,Assessment,103,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,19/02/2026,Inequalities - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,18,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330666,19/02/2026,One-Step Division Equations - Learn,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,63,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,19/02/2026,Inequalities - Learn,1,25,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,93,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,19/02/2026,Inequalities - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,26,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3398871,19/02/2026,Absolute Value and Distance - Explore and Learn,2,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-3,410,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,19/02/2026,Writing Algebraic Expressions - Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,14,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330792,20/02/2026,One-Step Multiplication Equations - Explore,1,50,INSTRUCTIONAL_LESSON,ET,Exit Ticket,33,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,20/02/2026,Writing Algebraic Expressions - Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,8,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,21/02/2026,Inequalities - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,21/02/2026,One-Step Subtraction Equations - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,21/02/2026,One-Step Subtraction Equations - Learn,1,50,INSTRUCTIONAL_LESSON,SA,Assessment,240,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,21/02/2026,One-Step Multiplication Equations - Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,111,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,21/02/2026,Solving One-Step Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,40,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,21/02/2026,One-Step Multiplication Equations - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,19,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330864,22/02/2026,Solving One-Step Equations - Learn,1,50,INSTRUCTIONAL_LESSON,SA,Assessment,88,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,22/02/2026,Powers and Exponents - Learn,2,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,364,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402351,24/02/2026,One-Step Multiplication Equations - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,19,-2,473,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3401127,05/03/2026,Powers and Exponents - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,63,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3392327,26/03/2026,One-Step Equations,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,316,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330792,27/03/2026,Two-Step Equations,1,0,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,104,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392375,27/03/2026,Write Equations to Represent Relationships Represented in Tables - Exit Ticket,1,80,INSTRUCTIONAL_LESSON,ET,Exit Ticket,105,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3392261,27/03/2026,Relationships Between Two Variables,1,73,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3401127,27/03/2026,One-Step Equations,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,102,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3402147,27/03/2026,Relationships Between Two Variables - Exit Ticket,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,501,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,29/03/2026,Two-Step Equations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,115,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,30/03/2026,Graph a Relationship from an Equation,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,31,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,TRUE,3330684,30/03/2026,Write Equations to Represent Relationships Represented in Tables - Exit Ticket,1,60,INSTRUCTIONAL_LESSON,ET,Exit Ticket,182,,,
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,31/03/2026,Write an Equation from a Graph,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,51,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330666,31/03/2026,Graph a Relationship from an Equation,3,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,114,-4,366,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3392075,31/03/2026,Graphs of Relationships - Exit Ticket,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,01/04/2026,Multiple Representations,1,,INSTRUCTIONAL_LESSON,HTML,Lesson,23,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3402147,02/04/2026,Multiple Representations - Exit Ticket,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,1,655,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392261,01/10/2025,"Relate Fractions, Decimals, and Percents - Explore",1,,INSTRUCTIONAL_LESSON,Video,Video,7,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,TRUE,3402219,01/10/2025,"Relate Fractions, Decimals, and Percents - Explore",1,88,INSTRUCTIONAL_LESSON,ET,Exit Ticket,111,,,
INSTRUCTIONAL_LESSON,CORE,TRUE,3425793,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,63,INSTRUCTIONAL_LESSON,SA,Assessment,131,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,149,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392075,01/10/2025,"Relate Fractions, Decimals, and Percents - Learn",1,,INSTRUCTIONAL_LESSON,SL,Second Look,430,-4,323,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,02/10/2025,Find the Percent of a Number - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,32,3,734,Above level
INSTRUCTIONAL_LESSON,CORE,FALSE,3392231,02/10/2025,Find the Percent of a Number - Explore,1,,INSTRUCTIONAL_LESSON,Video,Video,69,1,646,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392261,02/10/2025,Understanding Ratios -Explore,1,100,INSTRUCTIONAL_LESSON,ET,Exit Ticket,900,-3,432,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,02/10/2025,Percents Greater Than 100% and Less Than 1% - Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,14,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,02/10/2025,Solve Rate Problems - Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,10,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3425793,02/10/2025,Solve Rate Problems - Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,593,-2,477,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330726,02/10/2025,Understanding Tables of Equivalent Ratios-Learn,3,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,482,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,02/10/2025,Find the Percent of a Number - Explore,1,,INSTRUCTIONAL_LESSON,DOK,Learn,900,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392327,03/10/2025,Find the Percent of a Number - Learn,1,,INSTRUCTIONAL_LESSON,SL,Second Look,31,-1,546,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3392375,05/10/2025,Understanding Tables of Equivalent Ratios-Learn,1,,INSTRUCTIONAL_LESSON,Learn,Learn,117,-2,493,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,07/10/2025,Estimate the Percent of a Number - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,105,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3402201,07/10/2025,Estimate the Percent of a Number - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-4,377,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3330864,07/10/2025,Estimate the Percent of a Number - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,196,-2,478,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402225,08/10/2025,Find the Whole - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,39,0,592,On Grade Level
INSTRUCTIONAL_LESSON,CORE,FALSE,3330792,08/10/2025,Find the Whole - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,47,-4,391,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392135,08/10/2025,Estimate the Percent of a Number - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,TRUE,3330594,08/10/2025,Find the Whole - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,100,3,733,Above level
INSTRUCTIONAL_LESSON,CORE,TRUE,3392135,08/10/2025,Estimate the Percent of a Number - Explore and Learn,1,100,INSTRUCTIONAL_LESSON,SA,Assessment,900,-2,529,Approaching
INSTRUCTIONAL_LESSON,CORE,FALSE,3402255,09/10/2025,Find the Whole - Explore and Learn,1,75,INSTRUCTIONAL_LESSON,CMU,Check My Understanding,900,-4,331,Below
INSTRUCTIONAL_LESSON,CORE,FALSE,3392033,21/10/2025,Divide Multi-Digit Whole Numbers - Explore and Learn,1,,INSTRUCTIONAL_LESSON,Video,Video,51,3,734,Above level
